0	0.0805193	0.00974825	7.33718	11.5024	-49.8565	9.8871
0.001	0.0878328	0.0212531	7.28997	11.515	-47.1981	20.3429
0.002	0.0951006	0.0327763	7.24792	11.5371	-39.7274	27.7613
0.003	0.10233	0.0443256	7.21353	11.5647	-31.9954	30.7336
0.004	0.109529	0.055904	7.18587	11.5935	-26.3627	30.1829
0.005	0.116703	0.067511	7.16257	11.621	-23.3449	28.0678
0.006	0.123856	0.0791446	7.14135	11.6464	-22.2738	25.6745
0.007	0.130988	0.0908023	7.12061	11.6695	-22.4677	23.4828
0.008	0.138099	0.102482	7.09931	11.6906	-23.4998	21.5964
0.009	0.145188	0.114182	7.07673	11.71	-25.1401	19.9841
0.01	0.152254	0.125901	7.05232	11.7279	-27.2765	18.5696
0.011	0.159295	0.137637	7.02561	11.7445	-29.8637	17.2541
0.012	0.166307	0.149388	6.99617	11.7597	-32.891	15.9117
0.013	0.173289	0.161155	6.96356	11.7736	-36.355	14.3726
0.014	0.180236	0.172934	6.92737	11.7857	-40.2177	12.4061
0.015	0.187146	0.184725	6.88728	11.7956	-44.3334	9.73335
0.016	0.194013	0.196524	6.84322	11.8024	-48.3625	6.12731
0.017	0.200835	0.208329	6.79554	11.8051	-51.7806	1.61086
0.018	0.207607	0.220134	6.74511	11.8032	-54.1124	-3.40692
0.019	0.214328	0.231934	6.69309	11.7963	-55.2357	-8.3006
0.02	0.220996	0.243725	6.64059	11.785	-55.4049	-12.5871
0.021	0.227612	0.255503	6.58837	11.77	-55.0095	-16.0914
0.022	0.234176	0.267265	6.53688	11.7519	-54.3699	-18.8641
0.023	0.240689	0.279007	6.48627	11.7315	-53.6859	-21.0469
0.024	0.247152	0.290728	6.43656	11.7095	-53.0628	-22.7946
0.025	0.253566	0.302426	6.3877	11.686	-52.5484	-24.2507
0.026	0.259932	0.3141	6.33959	11.6616	-52.1555	-25.5474
0.027	0.26625	0.32575	6.29213	11.6363	-51.8736	-26.8127
0.028	0.272521	0.337374	6.24525	11.6102	-51.6697	-28.1779
0.029	0.278745	0.348972	6.19889	11.5834	-51.4838	-29.7824
0.03	0.284924	0.360544	6.15306	11.5555	-51.2187	-31.7727
0.031	0.291057	0.372087	6.10781	11.5265	-50.729	-34.2907
0.032	0.297146	0.383602	6.06333	11.4957	-49.8145	-37.4476
0.033	0.30319	0.395085	6.0199	11.4628	-48.2371	-41.2842
0.034	0.30919	0.406535	5.97793	11.427	-45.7751	-45.7367
0.035	0.315149	0.417948	5.93792	11.3874	-42.3188	-50.6484
0.036	0.321069	0.429319	5.90041	11.343	-37.9681	-55.8547
0.037	0.326951	0.440641	5.86608	11.2918	-33.0838	-61.2975
0.038	0.332802	0.451907	5.83594	11.232	-28.282	-67.0547
0.039	0.338625	0.463106	5.81106	11.1625	-24.3767	-73.1765
0.04	0.344427	0.47423	5.79111	11.0842	-22.1805	-79.3735
0.041	0.350212	0.485271	5.77408	10.9986	-22.0735	-84.868
0.042	0.355982	0.496223	5.75762	10.908	-23.643	-88.7781
0.043	0.361735	0.507083	5.74014	10.8144	-25.928	-90.7407
0.044	0.36747	0.517848	5.72115	10.7199	-28.0528	-91.0385
0.045	0.373186	0.528519	5.70093	10.6259	-29.5617	-90.2395
0.046	0.378881	0.539097	5.68011	10.5335	-30.3451	-88.8656
0.047	0.384556	0.549584	5.65941	10.4431	-30.4584	-87.283
0.048	0.39021	0.559982	5.63949	10.355	-30.006	-85.7168
0.049	0.395845	0.570293	5.6209	10.2693	-29.0903	-84.2906
0.05	0.401463	0.580521	5.6041	10.1862	-27.7941	-83.0565
0.051	0.407066	0.590668	5.58938	10.106	-26.174	-82.0122
0.052	0.412655	0.600738	5.57685	10.029	-24.2573	-81.1059
0.053	0.418232	0.610733	5.56641	9.95548	-22.038	-80.2306
0.054	0.4238	0.620659	5.55779	9.88565	-19.4742	-79.2042
0.055	0.429359	0.630517	5.5507	9.81962	-16.4912	-77.7299
0.056	0.43491	0.640312	5.54492	9.75744	-13.0099	-75.3281
0.057	0.440455	0.650047	5.5404	9.69945	-9.0621	-71.2608
0.058	0.445995	0.659726	5.53699	9.64637	-5.12681	-64.6496
0.059	0.45153	0.669353	5.53397	9.59905	-2.56497	-55.4568
0.06	0.457061	0.678933	5.53007	9.55727	-2.63522	-45.9577
0.061	0.462588	0.688472	5.52442	9.51959	-4.58904	-38.7922
0.062	0.468108	0.697974	5.51687	9.48446	-7.00071	-34.3464
0.063	0.473621	0.70744	5.50762	9.45074	-9.18889	-31.8611
0.064	0.479123	0.716873	5.49695	9.41773	-10.9959	-30.6016
0.065	0.484614	0.726273	5.48511	9.38498	-12.4438	-30.078
0.066	0.490094	0.735641	5.4723	9.35223	-13.5957	-29.9897
0.067	0.495559	0.744975	5.4587	9.31933	-14.5132	-30.1547
0.068	0.501012	0.754276	5.44445	9.28619	-15.2469	-30.4619
0.069	0.506449	0.763545	5.42966	9.25276	-15.8362	-30.8428
0.07	0.511872	0.772779	5.41441	9.21903	-16.3113	-31.2546
0.071	0.517279	0.78198	5.3988	9.18499	-16.6952	-31.6709
0.072	0.52267	0.791147	5.38287	9.15065	-17.0057	-32.0751
0.073	0.528046	0.800279	5.36668	9.11604	-17.2567	-32.4573
0.074	0.533405	0.809377	5.35028	9.08118	-17.4587	-32.8118
0.075	0.538747	0.818439	5.3337	9.04608	-17.6205	-33.1357
0.076	0.544073	0.827467	5.31697	9.01079	-17.7487	-33.428
0.077	0.549382	0.836459	5.30013	8.97531	-17.849	-33.6887
0.078	0.554674	0.845416	5.28318	8.93968	-17.9257	-33.9188
0.079	0.559949	0.854337	5.26616	8.90392	-17.9826	-34.1196
0.08	0.565207	0.863222	5.24907	8.86806	-18.0226	-34.2928
0.081	0.570448	0.872071	5.23194	8.8321	-18.0483	-34.44
0.082	0.575672	0.880884	5.21478	8.79608	-18.0618	-34.5632
0.083	0.580879	0.889662	5.19759	8.76002	-18.0649	-34.6642
0.084	0.586068	0.898403	5.18039	8.72392	-18.0592	-34.7446
0.085	0.59124	0.907108	5.16319	8.6878	-18.0459	-34.8063
