0	0.0590055	0.00932829	11.1407	17.3574	5.33228	14.4013
0.001	0.0701539	0.0266971	11.1526	17.3751	8.42969	12.6483
0.002	0.0813148	0.0440816	11.1635	17.3873	5.25251	5.50718
0.003	0.092486	0.061476	11.1689	17.3951	-4.78633	1.20254
0.004	0.10366	0.0788754	11.1657	17.3996	-17.3983	0.593644
0.005	0.114826	0.0962762	11.1504	17.4006	-31.2442	-0.383009
0.006	0.125969	0.113676	11.1202	17.3965	-44.7519	-6.08097
0.007	0.137073	0.131069	11.0772	17.385	-53.48	-16.2657
0.008	0.148127	0.148447	11.0261	17.3652	-56.3552	-25.4379
0.009	0.159127	0.165801	10.9708	17.3383	-57.5233	-31.581
0.01	0.170069	0.183125	10.9123	17.3048	-59.3203	-37.8368
0.011	0.180951	0.200412	10.8524	17.2639	-58.7695	-45.8514
0.012	0.191772	0.217653	10.7941	17.2156	-54.3559	-51.7699
0.013	0.202537	0.234843	10.7403	17.1624	-48.9853	-54.1254
0.014	0.213251	0.251977	10.6917	17.1073	-44.3323	-54.3403
0.015	0.223918	0.269056	10.6476	17.0523	-40.5675	-53.5828
0.016	0.234544	0.286081	10.6071	16.9982	-37.478	-52.4161
0.017	0.245131	0.303051	10.5696	16.9453	-34.8349	-51.0912
0.018	0.255682	0.31997	10.5349	16.8939	-32.4516	-49.7279
0.019	0.2662	0.336838	10.5025	16.8438	-30.1773	-48.3975
0.02	0.276687	0.353657	10.4726	16.7951	-27.8827	-47.1623
0.021	0.287144	0.370428	10.445	16.7476	-25.4491	-46.1
0.022	0.297576	0.387151	10.4201	16.7011	-22.7617	-45.3301
0.023	0.307984	0.403829	10.3982	16.6551	-19.7124	-45.0542
0.024	0.318371	0.420461	10.3795	16.6091	-16.2349	-45.6293
0.025	0.328742	0.437046	10.3645	16.5618	-12.444	-47.6778
0.026	0.3391	0.453584	10.3532	16.5113	-9.03941	-52.1026
0.027	0.349448	0.470068	10.3441	16.455	-7.93208	-59.3502
0.028	0.359788	0.486493	10.334	16.3911	-11.4151	-67.3792
0.029	0.370115	0.50285	10.3185	16.3207	-18.5425	-72.151
0.03	0.380424	0.519134	10.296	16.2478	-25.5822	-72.5927
0.031	0.390707	0.535345	10.2674	16.1757	-30.6234	-70.6205
0.032	0.400959	0.551485	10.2348	16.1059	-33.801	-67.9191
0.033	0.411176	0.567556	10.1996	16.0388	-35.7149	-65.2386
0.034	0.421357	0.583562	10.1628	15.9743	-36.8365	-62.8215
0.035	0.431501	0.599505	10.1253	15.9121	-37.4636	-60.7149
0.036	0.441607	0.615386	10.0873	15.8519	-37.7765	-58.9012
0.037	0.451675	0.631208	10.049	15.7934	-37.8851	-57.3437
0.038	0.461705	0.646972	10.0108	15.7363	-37.8571	-56.0036
0.039	0.471697	0.66268	9.97267	15.6805	-37.7349	-54.8443
0.04	0.48165	0.678333	9.93469	15.6259	-37.5457	-53.8333
0.041	0.491566	0.693932	9.89694	15.5721	-37.3069	-52.9419
0.042	0.501444	0.709477	9.85946	15.5192	-37.0302	-52.1453
0.043	0.511284	0.72497	9.82229	15.4671	-36.7233	-51.4222
0.044	0.521088	0.740411	9.78544	15.4157	-36.392	-50.7546
0.045	0.530855	0.755801	9.74895	15.365	-36.0405	-50.128
0.046	0.540586	0.771141	9.71283	15.3149	-35.6722	-49.5307
0.047	0.55028	0.78643	9.67709	15.2653	-35.29	-48.9539
0.048	0.55994	0.801671	9.64176	15.2164	-34.8965	-48.3911
0.049	0.569564	0.816863	9.60683	15.168	-34.4941	-47.838
0.05	0.579153	0.832007	9.57231	15.1202	-34.0848	-47.2916
0.051	0.588708	0.847103	9.53821	15.0729	-33.6708	-46.7503
0.052	0.598229	0.862152	9.50454	15.0262	-33.2537	-46.2134
0.053	0.607717	0.877155	9.4713	14.98	-32.8352	-45.6806
0.054	0.617172	0.892112	9.43847	14.9343	-32.4167	-45.1522
0.055	0.626594	0.907023	9.40608	14.8892	-31.9996	-44.6286
0.056	0.635984	0.92189	9.37411	14.8446	-31.585	-44.1104
0.057	0.645342	0.936712	9.34255	14.8005	-31.1739	-43.5982
0.058	0.654669	0.951491	9.31142	14.757	-30.767	-43.0925
0.059	0.663964	0.966226	9.28069	14.7139	-30.3651	-42.5938
0.06	0.67323	0.980919	9.25037	14.6714	-29.9688	-42.1025
0.061	0.682465	0.995569	9.22044	14.6293	-29.5785	-41.6189
0.062	0.691671	1.01018	9.19091	14.5878	-29.1946	-41.1434
0.063	0.700847	1.02474	9.16177	14.5467	-28.8174	-40.6762
0.064	0.709994	1.03927	9.133	14.506	-28.447	-40.2175
0.065	0.719113	1.05376	9.10461	14.4659	-28.0837	-39.7673
0.066	0.728203	1.0682	9.07658	14.4262	-27.7274	-39.3257
0.067	0.737266	1.08261	9.0489	14.3869	-27.3784	-38.8927
0.068	0.746301	1.09698	9.02158	14.348	-27.0365	-38.4683
0.069	0.755309	1.1113	8.9946	14.3096	-26.7018	-38.0525
0.07	0.76429	1.12559	8.96795	14.2716	-26.3743	-37.6451
0.071	0.773244	1.13985	8.94163	14.234	-26.0537	-37.2459
0.072	0.782173	1.15406	8.91563	14.1968	-25.7402	-36.855
0.073	0.791076	1.16824	8.88995	14.16	-25.4335	-36.4721
0.074	0.799953	1.18238	8.86457	14.1236	-25.1336	-36.097
0.075	0.808805	1.19649	8.83949	14.0876	-24.8402	-35.7296
0.076	0.817632	1.21056	8.81471	14.0519	-24.5534	-35.3698
0.077	0.826434	1.22459	8.79021	14.0166	-24.2729	-35.0173
0.078	0.835212	1.23859	8.76599	13.9816	-23.9986	-34.672
0.079	0.843966	1.25255	8.74204	13.947	-23.7303	-34.3338
0.08	0.852696	1.26648	8.71837	13.9127	-23.468	-34.0023
0.081	0.861403	1.28038	8.69495	13.8787	-23.2114	-33.6775
0.082	0.870086	1.29424	8.67179	13.8451	-22.9604	-33.3592
0.083	0.878746	1.30807	8.64888	13.8118	-22.7148	-33.0472
0.084	0.887384	1.32187	8.62622	13.7788	-22.4746	-32.7414
0.085	0.895998	1.33563	8.60379	13.7461	-22.2396	-32.4415
0.086	0.904591	1.34936	8.5816	13.7137	-22.0095	-32.1474
0.087	0.913162	1.36305	8.55964	13.6816	-21.7844	-31.8591
0.088	0.92171	1.37672	8.5379	13.6498	-21.5641	-31.5762
0.089	0.930237	1.39035	8.51639	13.6183	-21.3484	-31.2987
0.09	0.938743	1.40396	8.49509	13.587	-21.1371	-31.0264
0.091	0.947227	1.41753	8.47399	13.556	-20.9303	-30.7592
0.092	0.955691	1.43107	8.45311	13.5253	-20.7277	-30.497
0.093	0.964134	1.44458	8.43243	13.4948	-20.5293	-30.2395
0.094	0.972556	1.45806	8.41194	13.4646	-20.3349	-29.9868
